Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0022-0142-0165,Oval,155,132,20,20,44,none,none,0,22,0,22,0
1,0023-0121-0259,Oval,249,111,20,20,44,none,none,0,23,0,23,0
2,0013-0186-0136,Oval,126,176,20,20,44,none,none,0,13,0,13,0
3,0018-0312-0338,Oval,328,302,20,20,44,none,none,0,18,0,18,0
4,0016-0125-0300,Oval,290,115,20,20,44,none,none,0,16,0,16,0
