Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0003-0273-0277,Oval,267,263,20,20,44,none,none,0,3,0,3,0
1,0014-0315-0203,Oval,193,305,20,20,44,none,none,0,14,0,14,0
2,0003-0270-0280,Oval,270,260,20,20,44,none,none,0,3,0,3,0
3,0014-0038-0069,Oval,59,28,20,20,44,none,none,0,14,0,14,0
4,0011-0301-0225,Oval,215,291,20,20,44,none,none,0,11,0,11,0
