Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0003-0195-0236,Oval,226,185,20,20,44,none,none,0,3,0,3,0
1,0007-0069-0296,Oval,286,59,20,20,44,none,none,0,7,0,7,0
2,0002-0082-0109,Oval,99,72,20,20,44,none,none,0,2,0,2,0
3,0014-0159-0098,Oval,88,149,20,20,44,none,none,0,14,0,14,0
4,0013-0126-0284,Oval,274,116,20,20,44,none,none,0,13,0,13,0
