Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0024-0220-0229,Oval,219,210,20,20,44,none,none,0,24,0,24,0
1,0021-0130-0331,Oval,321,120,20,20,44,none,none,0,21,0,21,0
2,0005-0284-0136,Oval,126,274,20,20,44,none,none,0,5,0,5,0
3,0017-0280-0137,Oval,129,270,16,20,44,none,none,0,17,0,17,0
4,0022-0136-0326,Oval,316,126,20,20,44,none,none,0,22,0,22,0
