Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0024-0333-0070,Oval,60,323,20,20,44,none,none,0,24,0,24,0
1,0005-0279-0279,Oval,269,269,20,20,44,none,none,0,5,0,5,0
2,0009-0320-0224,Oval,214,310,20,20,44,none,none,0,9,0,9,0
3,0006-0260-0303,Oval,293,250,20,20,44,none,none,0,6,0,6,0
4,0012-0026-0079,Oval,69,16,20,20,44,none,none,0,12,0,12,0
