Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0019-0166-0186,Oval,176,156,20,20,44,none,none,0,19,0,19,0
1,0019-0140-0272,Oval,262,130,20,20,44,none,none,0,19,0,19,0
2,0016-0195-0236,Oval,226,185,20,20,44,none,none,0,16,0,16,0
3,0003-0142-0128,Oval,118,132,20,20,44,none,none,0,3,0,3,0
4,0005-0123-0276,Oval,266,113,20,20,44,none,none,0,5,0,5,0
