Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0024-0215-0236,Oval,226,205,20,20,44,none,none,0,24,0,24,0
1,0012-0259-0195,Oval,185,249,20,20,44,none,none,0,12,0,12,0
2,0025-0244-0183,Oval,173,234,20,20,44,none,none,0,25,0,25,0
3,0017-0099-0367,Oval,357,89,20,20,44,none,none,0,17,0,17,0
4,0002-0277-0163,Oval,153,267,20,20,44,none,none,0,2,0,2,0
