Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0017-0024-0091,Oval,81,14,20,20,44,none,none,0,17,0,17,0
1,0009-0295-0211,Oval,201,285,20,20,44,none,none,0,9,0,9,0
2,0017-0315-0179,Oval,169,305,20,20,44,none,none,0,17,0,17,0
3,0014-0037-0069,Oval,59,27,20,20,44,none,none,0,14,0,14,0
4,0019-0139-0412,Oval,402,129,20,20,44,none,none,0,19,0,19,0
