Gaussian_A,Gaussian_B,SNR,CNR
0,1,1.3541412797198327,2.8868395340812003
0,2,0.5195455835118993,4.301954116125861
1,0,4.926621966559479,2.8868395340812003
1,2,2.2345460649346203,2.809114938076399
2,0,11.560229082555574,4.301954116125861
2,1,13.666170459162496,2.809114938076399
