Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0003-0260-0216,Oval,206,250,20,20,44,none,none,0,3,0,3,0
1,0020-0157-0329,Oval,319,147,20,20,44,none,none,0,20,0,20,0
2,0022-0252-0195,Oval,185,242,20,20,44,none,none,0,22,0,22,0
3,0013-0275-0154,Oval,144,265,20,20,44,none,none,0,13,0,13,0
4,0001-0263-0181,Oval,171,253,20,20,44,none,none,0,1,0,1,0
