Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0018-0195-0236,Oval,226,185,20,20,44,none,none,0,18,0,18,0
1,0020-0116-0304,Oval,294,106,20,20,44,none,none,0,20,0,20,0
2,0015-0162-0072,Oval,62,152,20,20,44,none,none,0,15,0,15,0
3,0005-0119-0102,Oval,92,109,20,20,44,none,none,0,5,0,5,0
4,0012-0195-0236,Oval,226,185,20,20,44,none,none,0,12,0,12,0
