Gaussian_A,Gaussian_B,SNR,CNR
0,1,0.4444444444444444,0.9761870601839528
0,2,0.16666666666666666,1.4124092246408748
1,0,1.6666666666666667,0.9761870601839528
1,2,0.7291666666666666,0.9168223197030227
2,0,3.9047619047619047,1.4124092246408748
2,1,4.555555555555555,0.9168223197030227
