Gaussian_A,Gaussian_B,SNR,CNR
0,1,2.6666666666666665,5.857122361103717
0,2,1.0,8.47445534784525
1,0,10.0,5.857122361103717
1,2,4.375,5.500933918218137
2,0,23.428571428571427,8.47445534784525
2,1,27.333333333333332,5.500933918218137
