Gaussian_A,Gaussian_B,SNR,CNR
0,1,1.357496661763923,2.885005605241924
0,2,0.5178378699198725,4.290071107556073
1,0,4.901870389514753,2.885005605241924
1,2,2.2311946018281406,2.80319241194608
2,0,11.493272690142293,4.290071107556073
2,1,13.714004899091156,2.80319241194608
