Gaussian_A,Gaussian_B,SNR,CNR
0,1,0.6896412804458395,1.4743675942715704
0,2,0.26191675326248415,2.1510529411492287
1,0,2.5165239896476206,1.4743675942715704
1,2,1.128191560573509,1.393909959967508
2,0,5.842439066010637,2.1510529411492287
2,1,6.896614237993722,1.393909959967508
