Gaussian_A,Gaussian_B,SNR,CNR
0,1,1.2871157838344605,2.9261300494040428
0,2,0.4782646561162535,4.26190466220686
1,0,4.910986344656359,2.9261300494040428
1,2,2.1656340201055038,2.7845098077873933
2,0,11.647218146936012,4.26190466220686
2,1,13.822540681711647,2.7845098077873933
