Gaussian_A,Gaussian_B,SNR,CNR
0,1,2.723474845961135,5.930325161545777
0,2,1.000124322442687,8.440922514564198
1,0,10.159723030373561,5.930325161545777
1,2,4.341464021085085,5.480133437121391
2,0,23.821482602118003,8.440922514564198
2,1,27.71995395761392,5.480133437121391
