Gaussian_A,Gaussian_B,SNR,CNR
0,1,0.5333333333333333,1.1714244722207432
0,2,0.2,1.6948910695690498
1,0,2.0,1.1714244722207432
1,2,0.875,1.1001867836436274
2,0,4.685714285714286,1.6948910695690498
2,1,5.466666666666667,1.1001867836436274
