Gaussian_A,Gaussian_B,SNR,CNR
0,1,0.3333333333333333,0.7321402951379646
0,2,0.125,1.0593069184806563
1,0,1.25,0.7321402951379646
1,2,0.546875,0.6876167397772671
2,0,2.9285714285714284,1.0593069184806563
2,1,3.4166666666666665,0.6876167397772671
