Gaussian_A,Gaussian_B,SNR,CNR
0,1,1.7777777777777777,3.9047482407358114
0,2,0.6666666666666666,5.649636898563499
1,0,6.666666666666667,3.9047482407358114
1,2,2.9166666666666665,3.667289278812091
2,0,15.619047619047619,5.649636898563499
2,1,18.22222222222222,3.667289278812091
