Gaussian_A,Gaussian_B,SNR,CNR
0,1,0.8674132236827716,1.9414145304875083
0,2,0.33811618667621535,2.907169826194035
1,0,3.3141750873548017,1.9414145304875083
1,2,1.4959759237471653,1.8930256467488527
2,0,7.815317782604588,2.907169826194035
2,1,9.050152008923689,1.8930256467488527
