Gaussian_A,Gaussian_B,SNR,CNR
0,1,5.389403085177732,11.733405427508622
0,2,2.0529354657401258,17.283920410243912
1,0,20.01017491711444,11.733405427508622
1,2,8.943283429564152,11.252552086587674
2,0,46.951983537212755,17.283920410243912
2,1,55.08906773977196,11.252552086587674
