Gaussian_A,Gaussian_B,SNR,CNR
0,1,1.519578020799228,0.8775597938472238
0,2,0.6163611211695524,2.0324870031098023
1,0,2.218152402003002,0.8775597938472238
1,2,1.2142540130807702,1.5931351757220977
2,0,5.35872143577572,2.0324870031098023
2,1,7.23214481945852,1.5931351757220977
