Gaussian_A,Gaussian_B,SNR,CNR
0,1,0.5111249108157386,1.1690447575248326
0,2,0.19668105486326126,1.725298872674118
1,0,1.9745613440823795,1.1690447575248326
1,2,0.8891142870216434,1.1196710385068056
2,0,4.6388907707246565,1.725298872674118
2,1,5.428322278889093,1.1196710385068056
