Gaussian_A,Gaussian_B,SNR,CNR
0,1,1.3333333333333333,2.9285611805518585
0,2,0.5,4.237227673922625
1,0,5.0,2.9285611805518585
1,2,2.1875,2.7504669591090685
2,0,11.714285714285714,4.237227673922625
2,1,13.666666666666666,2.7504669591090685
