Gaussian_A,Gaussian_B,SNR,CNR
0,1,1.9841953585325387,1.1989281995182701
0,2,0.7452623081856269,2.551227582851472
1,0,2.6082858733942587,1.1989281995182701
1,2,1.61256365047149,1.9959835492759304
2,0,6.0569614290767175,2.551227582851472
2,1,9.969921915858146,1.9959835492759304
