Gaussian_A,Gaussian_B,P1_SNR,P1_CNR,P2_SNR,P2_CNR,P3_SNR,P3_CNR,P4_SNR,P4_CNR,P5_SNR,P5_CNR,P6_SNR,P6_CNR,P7_SNR,P7_CNR,P8_SNR,P8_CNR
0.0,1.0,5.389403085177732,11.733405427508622,2.723474845961135,5.930325161545777,1.8108793310501266,3.7879575039961284,1.2871157838344605,2.9261300494040428,0.8674132236827716,1.9414145304875083,0.6896412804458395,1.4743675942715704,0.5111249108157386,1.1690447575248326,0.4410497846338776,0.984797907153833
0.0,2.0,2.0529354657401258,17.283920410243912,1.000124322442687,8.440922514564198,0.6849020102615864,5.641563787392966,0.4782646561162535,4.26190466220686,0.33811618667621535,2.907169826194035,0.26191675326248415,2.1510529411492287,0.19668105486326126,1.725298872674118,0.16619554094180408,1.4224976372781883
1.0,0.0,20.01017491711444,11.733405427508622,10.159723030373561,5.930325161545777,6.40670436187399,3.7879575039961284,4.910986344656359,2.9261300494040428,3.3141750873548017,1.9414145304875083,2.5165239896476206,1.4743675942715704,1.9745613440823795,1.1690447575248326,1.6652728748607786,0.984797907153833
1.0,2.0,8.943283429564152,11.252552086587674,4.341464021085085,5.480133437121391,2.9353688283287074,3.6993045588176043,2.1656340201055038,2.7845098077873933,1.4959759237471653,1.8930256467488527,1.128191560573509,1.393909959967508,0.8891142870216434,1.1196710385068056,0.7399427938734084,0.9197248402265565
2.0,0.0,46.951983537212755,17.283920410243912,23.821482602118003,8.440922514564198,15.038955793802318,5.641563787392966,11.647218146936012,4.26190466220686,7.815317782604588,2.907169826194035,5.842439066010637,2.1510529411492287,4.6388907707246565,1.725298872674118,3.8772299095765774,1.4224976372781883
2.0,1.0,55.08906773977196,11.252552086587674,27.71995395761392,5.480133437121391,18.218253791753767,3.6993045588176043,13.822540681711647,2.7845098077873933,9.050152008923689,1.8930256467488527,6.896614237993722,1.393909959967508,5.428322278889093,1.1196710385068056,4.571961222967935,0.9197248402265565
