Gaussian_A,Gaussian_B,SNR,CNR
0,1,0.8888888888888888,1.9523741203679057
0,2,0.3333333333333333,2.8248184492817496
1,0,3.3333333333333335,1.9523741203679057
1,2,1.4583333333333333,1.8336446394060455
2,0,7.809523809523809,2.8248184492817496
2,1,9.11111111111111,1.8336446394060455
