Gaussian_A,Gaussian_B,SNR,CNR
0,1,1.8108793310501266,3.7879575039961284
0,2,0.6849020102615864,5.641563787392966
1,0,6.40670436187399,3.7879575039961284
1,2,2.9353688283287074,3.6993045588176043
2,0,15.038955793802318,5.641563787392966
2,1,18.218253791753767,3.6993045588176043
