Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0013-0253-0206,Oval,196,243,20,20,44,none,none,0,13,0,13,0
1,0013-0196-0301,Oval,291,186,20,20,44,none,none,0,13,0,13,0
2,0009-0133-0355,Oval,345,123,20,20,44,none,none,0,9,0,9,0
3,0009-0275-0152,Oval,142,265,20,20,44,none,none,0,9,0,9,0
4,0022-0261-0187,Oval,177,251,20,20,44,none,none,0,22,0,22,0
