Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0004-0267-0294,Oval,284,257,20,20,44,none,none,0,4,0,4,0
1,0020-0045-0100,Oval,90,35,20,20,44,none,none,0,20,0,20,0
2,0007-0258-0309,Oval,299,248,20,20,44,none,none,0,7,0,7,0
3,0008-0262-0308,Oval,298,252,20,20,44,none,none,0,8,0,8,0
4,0010-0346-0204,Oval,194,336,20,20,44,none,none,0,10,0,10,0
