Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0010-0200-0300,Oval,290,190,20,20,44,none,none,0,10,0,10,0
1,0004-0271-0181,Oval,171,261,20,20,44,none,none,0,4,0,4,0
2,0010-0127-0352,Oval,342,117,20,20,44,none,none,0,10,0,10,0
3,0017-0275-0160,Oval,150,265,20,20,44,none,none,0,17,0,17,0
4,0003-0276-0171,Oval,161,266,20,20,44,none,none,0,3,0,3,0
