Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0010-0195-0236,Oval,226,185,20,20,44,none,none,0,10,0,10,0
1,0002-0137-0242,Oval,232,127,20,20,44,none,none,0,2,0,2,0
2,0009-0195-0236,Oval,226,185,20,20,44,none,none,0,9,0,9,0
3,0018-0195-0236,Oval,226,185,20,20,44,none,none,0,18,0,18,0
4,0015-0195-0236,Oval,226,185,20,20,44,none,none,0,15,0,15,0
