Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0007-0257-0299,Oval,289,247,20,20,44,none,none,0,7,0,7,0
1,0022-0337-0136,Oval,126,327,20,20,44,none,none,0,22,0,22,0
2,0020-0048-0101,Oval,91,38,20,20,44,none,none,0,20,0,20,0
3,0020-0322-0151,Oval,141,312,20,20,44,none,none,0,20,0,20,0
4,0017-0041-0064,Oval,54,31,20,20,44,none,none,0,17,0,17,0
